timestamp,dac
0.0,774
0.2,0
0.4,0
0.6,0
0.8,3534
1.0,3406
1.2,5474
1.4,6452
1.6,10022
1.8,7905
2.0,8884
2.2,10266
2.4,8366
2.6,8803
2.8,10660
3.0,15444
3.2,11652
3.4,16858
3.6,18551
3.8,19524
4.0,15664
4.2,21453
4.4,20735
4.6,19974
4.8,24898
5.0,23797
5.2,20869
5.4,25488
5.6,26591
5.8,25131
6.0,27261
6.2,26235
6.4,30185
6.6,27151
6.8,32307
7.0,31408
7.2,32526
7.4,34259
7.6,34687
7.8,34191
8.0,35846
8.200000000000001,39501
8.4,39797
8.6,40890
8.8,40516
9.0,43839
9.2,41936
9.4,42403
9.6,44830
9.799999999999999,43098
10.0,45091
10.200000000000001,44079
10.4,47880
10.6,50798
10.8,51214
11.0,49736
11.2,52332
11.4,51385
11.6,56001
11.799999999999999,52032
12.0,54314
12.200000000000001,57301
12.4,57043
12.6,55238
12.8,58385
13.0,60101
13.2,61695
13.4,59087
13.6,60219
13.799999999999999,65535
14.0,65535
14.200000000000001,65535
14.4,65535
14.6,63216
14.8,63137
15.0,63876
15.2,59670
15.4,60304
15.6,60376
15.8,60890
16.0,56570
16.2,57039
16.400000000000002,58537
16.6,57322
16.8,52934
17.0,51493
17.2,53287
17.4,53270
17.6,51677
17.8,52130
18.0,46478
18.2,45383
18.4,49303
18.599999999999998,47613
18.8,45024
19.0,43649
19.2,42366
19.400000000000002,43286
19.599999999999998,42742
19.8,42252
20.0,36195
20.2,39844
20.400000000000002,37955
20.6,36748
20.8,34837
21.0,31726
21.2,33535
21.4,29885
21.6,34576
21.8,29681
22.0,29793
22.2,31904
22.4,25124
22.599999999999998,27495
22.8,25400
23.0,28369
23.2,24452
23.400000000000002,22942
23.599999999999998,23534
23.8,23222
24.0,19939
24.2,17271
24.400000000000002,15600
24.6,20887
24.8,14969
25.0,15553
25.2,14816
25.4,15076
25.6,12919
25.8,11067
26.0,14092
26.200000000000003,9698
26.4,8235
26.599999999999998,9383
26.8,8397
