timestamp,dac
0.0,29609
0.2,36730
0.4,34291
0.6,32656
0.8,37195
1.0,38587
1.2,37211
1.4,38523
1.6,38758
1.8,38790
2.0,43049
2.2,38402
2.4,40744
2.6,44352
2.8,41384
3.0,45439
3.2,43817
3.4,43341
3.6,46374
3.8,44764
4.0,50892
4.2,47272
4.4,49334
4.6,49156
4.8,53533
5.0,51871
5.2,53310
5.4,51014
5.6,56568
5.8,53173
6.0,51850
6.2,55215
6.4,55326
6.6,58494
6.8,59408
7.0,55709
7.2,60620
7.4,61592
7.6,58961
7.8,62793
8.0,57424
8.200000000000001,59635
8.4,61781
8.6,62678
8.8,64718
9.0,63827
9.2,65000
9.4,63645
9.6,61942
9.799999999999999,63502
10.0,61633
10.200000000000001,65535
10.4,61084
10.6,61902
10.8,62537
11.0,65535
11.2,65408
11.4,64247
11.6,65295
11.799999999999999,65535
12.0,64488
12.200000000000001,65535
12.4,64861
12.6,65518
12.8,63877
13.0,65375
13.2,62913
13.4,65535
13.6,65535
13.799999999999999,65478
14.0,63639
14.200000000000001,65535
14.4,64269
14.6,65535
14.8,63228
15.0,61122
15.2,64955
15.4,65190
15.6,65535
15.8,60208
16.0,65535
16.2,64513
16.400000000000002,65023
16.6,63977
16.8,61802
17.0,59251
17.2,62683
17.4,58861
17.6,60538
17.8,60115
18.0,57772
18.2,58006
18.4,58514
18.599999999999998,53854
18.8,55624
19.0,52778
19.2,52908
19.400000000000002,54057
19.599999999999998,53596
19.8,50681
20.0,49500
20.2,50289
20.400000000000002,48502
20.6,53884
20.8,52225
21.0,50416
21.2,47933
21.4,44693
21.6,44129
21.8,47834
22.0,46696
22.2,43400
22.4,42018
22.599999999999998,45952
22.8,40947
23.0,38768
23.2,42990
23.400000000000002,41000
23.599999999999998,37378
23.8,36122
24.0,39534
24.2,35299
24.400000000000002,37338
24.6,36436
24.8,32481
25.0,32659
25.2,30145
25.4,35040
25.6,28807
25.8,28980
26.0,31867
26.200000000000003,31546
26.4,30725
26.599999999999998,25702
26.8,26657
27.0,27926
27.2,21700
27.400000000000002,25182
27.599999999999998,23704
27.799999999999997,20051
28.0,22392
28.2,23449
28.400000000000002,17514
28.6,17676
28.8,16357
29.0,16458
29.2,17804
29.4,19778
29.6,16568
29.8,17009
30.0,11696
30.200000000000003,13766
30.4,14826
30.599999999999998,14313
30.8,9362
31.0,13556
31.2,11267
31.4,8118
31.6,9308
31.8,6690
32.0,10991
32.2,4619
32.4,7864
32.599999999999994,8918
32.800000000000004,5615
33.0,4356
33.2,7182
33.4,4214
33.6,3919
33.8,7281
34.0,2797
34.2,4018
34.4,5766
34.6,632
34.8,0
35.0,4041
35.2,2008
35.4,1092
35.6,3214
35.8,0
36.0,1871
36.2,0
36.4,1727
36.6,1767
36.8,641
37.0,3124
37.199999999999996,0
37.400000000000006,0
37.6,0
37.8,0
38.0,0
38.199999999999996,0
38.4,0
38.6,1418
38.800000000000004,1339
39.0,1825
39.199999999999996,3646
39.4,1368
39.6,3439
39.800000000000004,3486
40.0,0
40.2,2395
40.4,0
40.599999999999994,3270
40.800000000000004,3916
41.0,1298
41.2,5913
41.4,5130
41.6,5330
41.8,4357
42.0,7081
42.2,6783
42.4,6482
42.6,4488
42.8,6196
43.0,3693
43.2,4837
43.4,6258
43.6,10489
43.8,7688
44.0,9980
44.2,12364
44.4,8367
44.6,12770
44.8,9250
45.0,10666
45.199999999999996,11195
45.400000000000006,11903
45.6,15081
45.8,15048
46.0,16893
46.199999999999996,12861
46.4,14041
46.6,16428
46.800000000000004,17358
47.0,17198
47.199999999999996,16666
47.4,22156
47.6,23882
47.800000000000004,19423
48.0,25321
48.2,21278
48.4,25806
48.599999999999994,27574
48.800000000000004,25573
49.0,26513
49.2,26944
49.4,30624
49.6,29686
49.8,31735
50.0,33649
50.2,30016
50.4,30913
50.6,30727
50.8,31650
51.0,34680
51.2,37602
51.4,37883
51.6,39528
51.8,39371
52.0,38981
52.2,37567
52.400000000000006,37634
52.6,42626
52.8,42670
53.0,40190
53.199999999999996,45871
53.400000000000006,42031
53.6,48239
53.8,47957
54.0,44888
54.199999999999996,45656
54.4,47945
54.6,50859
54.800000000000004,46440
55.0,52826
55.199999999999996,49087
55.4,52844
55.599999999999994,51920
55.800000000000004,50587
56.0,52945
56.2,51186
56.4,54446
56.599999999999994,56781
56.800000000000004,55346
57.0,58504
57.2,55321
57.4,54726
57.6,57555
57.8,55920
58.0,60401
58.2,60873
58.4,61727
58.6,61975
58.8,57748
59.0,59116
59.2,61094
59.4,62779
59.6,60790
59.8,65524
60.0,59932
60.199999999999996,61265
60.400000000000006,63463
60.6,61452
60.8,63309
61.0,62788
61.199999999999996,65377
61.400000000000006,65535
61.6,62187
61.800000000000004,65535
62.0,62626
62.199999999999996,65535
62.4,65535
62.6,65535
62.8,63403
63.0,65216
63.2,62748
63.4,65535
63.6,62429
63.8,63014
64.0,65535
64.19999999999999,65535
64.4,62133
64.60000000000001,62603
64.8,65535
65.0,64361
65.19999999999999,64904
65.4,64486
65.60000000000001,64147
65.8,64274
66.0,65535
66.19999999999999,64340
66.4,60933
66.60000000000001,59399
66.8,60074
67.0,59477
67.2,60013
67.4,63431
67.6,62766
67.8,63068
68.0,59980
68.2,56144
68.4,56839
68.6,60317
68.8,60312
69.0,55049
69.2,56303
69.4,53624
69.6,55182
69.8,53484
70.0,52136
70.2,51246
70.4,51566
70.6,54649
70.8,48967
71.0,50235
71.2,53521
71.4,52493
71.6,49408
71.8,48749
72.0,47699
72.2,44458
72.4,43091
72.6,47544
72.8,46243
73.0,46738
73.2,41857
73.4,43343
73.6,38172
73.80000000000001,39202
74.0,41238
74.2,41047
74.39999999999999,36372
