timestamp,dac
0.0,29631
0.2,31408
0.4,34824
0.6,35484
0.8,40404
1.0,38114
1.2,42908
1.4,41577
1.6,46833
1.8,45679
2.0,49684
2.2,50085
2.4,50100
2.6,54613
2.8,52781
3.0,56146
3.2,57226
3.4,58156
3.6,59205
3.8,56779
4.0,62271
4.2,57922
4.4,61953
4.6,62740
4.8,62471
5.0,60945
5.2,65382
5.4,61023
5.6,64659
5.8,65535
6.0,65189
6.2,64994
6.4,65535
6.6,63414
6.8,65535
7.0,64010
7.2,63056
7.4,65535
7.6,65535
7.8,61081
8.0,65535
8.200000000000001,63198
8.4,62930
8.6,59958
8.8,61618
9.0,61759
9.2,60425
9.4,57367
9.6,54836
9.799999999999999,59371
10.0,56973
10.200000000000001,52777
10.4,52887
10.6,52931
10.8,50265
11.0,50293
11.2,46589
11.4,48162
11.6,42480
11.799999999999999,42796
12.0,43408
12.200000000000001,42037
12.4,35509
12.6,39987
12.8,32487
13.0,31845
13.2,30518
13.4,29628
13.6,26618
13.799999999999999,27176
14.0,24698
14.200000000000001,21729
14.4,25062
14.6,24268
14.8,19494
15.0,18273
15.2,18968
15.4,13406
15.6,13237
15.8,14598
16.0,11394
16.2,12182
16.400000000000002,7052
16.6,5871
16.8,7992
17.0,5034
17.2,5668
17.4,1989
17.6,2673
17.8,4307
18.0,0
18.2,3472
18.4,3793
18.599999999999998,509
18.8,0
19.0,0
19.2,779
19.400000000000002,0
19.599999999999998,0
19.8,146
20.0,1920
20.2,2456
20.400000000000002,2143
20.6,1919
20.8,0
21.0,929
21.2,3485
21.4,1789
21.6,187
21.8,941
22.0,6055
22.2,7615
22.4,5986
22.599999999999998,9662
22.8,5891
23.0,8038
23.2,11874
23.400000000000002,13714
23.599999999999998,11567
23.8,15466
24.0,18374
24.2,19761
24.400000000000002,21820
24.6,19092
24.8,19948
25.0,24672
25.2,25675
25.4,23906
25.6,26381
25.8,28426
26.0,33107
26.200000000000003,30527
26.4,31180
26.599999999999998,34250
26.8,37611
27.0,40047
27.2,39595
27.400000000000002,44395
27.599999999999998,41425
27.799999999999997,46119
28.0,43963
28.2,45427
28.400000000000002,48787
28.6,50835
28.8,54586
29.0,55591
29.2,54641
29.4,58302
29.6,56795
29.8,59982
30.0,61574
30.200000000000003,61482
30.4,61969
30.599999999999998,64235
30.8,58874
31.0,63606
31.2,65229
31.4,65535
31.6,64486
31.8,63915
32.0,63671
32.2,64680
32.4,63049
32.599999999999994,65535
32.800000000000004,65535
33.0,65172
33.2,65535
33.4,65535
33.6,65535
33.8,64596
34.0,63028
34.2,65535
34.4,64663
34.6,61494
34.8,62719
35.0,60761
35.2,63390
35.4,57057
35.6,59977
35.8,59964
36.0,55594
36.2,57254
36.4,51306
36.6,53139
36.8,51338
37.0,49044
37.199999999999996,51458
37.400000000000006,48903
37.6,46212
37.8,43945
38.0,43082
38.199999999999996,40236
38.4,40236
38.6,39566
38.800000000000004,37687
39.0,33560
39.199999999999996,36265
39.4,30245
39.6,27809
39.800000000000004,32244
40.0,28281
40.2,26221
40.4,22915
