timestamp,dac
0.0,34268
0.2,31305
0.4,37824
0.6,38084
0.8,38929
1.0,41295
1.2,46143
1.4,46585
1.6,44314
1.8,49878
2.0,46810
2.2,48833
2.4,52091
2.6,51196
2.8,51635
3.0,54108
3.2,57346
3.4,56115
3.6,58479
3.8,62937
4.0,57837
4.2,63868
4.4,60950
4.6,60081
4.8,62076
5.0,65535
5.2,65535
5.4,63728
5.6,65535
5.8,65535
6.0,64213
6.2,65535
6.4,65535
6.6,64454
6.8,65535
7.0,65535
7.2,62661
7.4,62355
7.6,59743
7.8,64050
8.0,58506
8.200000000000001,61543
8.4,61832
8.6,58792
8.8,59811
9.0,53863
9.2,54861
9.4,53010
9.6,55114
9.799999999999999,49793
10.0,48997
10.200000000000001,47625
10.4,46639
10.6,42152
10.8,42937
11.0,39979
11.2,38971
11.4,40607
11.6,39294
11.799999999999999,34976
12.0,32220
12.200000000000001,30521
12.4,30537
12.6,30663
12.8,24035
13.0,25621
13.2,22611
13.4,21863
13.6,18407
13.799999999999999,19044
14.0,19571
14.200000000000001,17230
14.4,12735
14.6,10375
14.8,9982
15.0,8668
15.2,9495
15.4,6216
15.6,3684
15.8,6823
16.0,5299
16.2,4643
16.400000000000002,5487
16.6,441
16.8,0
17.0,0
17.2,3036
17.4,1314
17.6,1420
17.8,1259
18.0,0
18.2,1796
18.4,661
18.599999999999998,0
18.8,3602
19.0,0
19.2,0
19.400000000000002,1572
19.599999999999998,2431
19.8,3684
20.0,6484
20.2,7845
20.400000000000002,5141
20.6,6746
20.8,9213
21.0,9175
21.2,8464
21.4,9726
21.6,11232
21.8,12387
22.0,18195
22.2,18500
22.4,19538
22.599999999999998,23294
22.8,21410
23.0,24272
23.2,25656
23.400000000000002,25029
23.599999999999998,26435
23.8,32680
24.0,31428
24.2,35838
24.400000000000002,35448
24.6,38783
24.8,36506
25.0,40539
25.2,41657
25.4,45886
25.6,46835
25.8,49275
26.0,48407
26.200000000000003,49591
26.4,54262
26.599999999999998,52808
26.8,52223
27.0,52598
27.2,56036
27.400000000000002,60414
27.599999999999998,59034
27.799999999999997,57125
28.0,62465
28.2,60580
28.400000000000002,59987
28.6,65035
28.8,64845
29.0,63555
29.2,65535
29.4,62937
29.6,64925
29.8,65529
30.0,64406
30.200000000000003,65535
30.4,65535
30.599999999999998,63326
30.8,65345
31.0,65535
31.2,63960
31.4,61090
31.6,64350
31.8,64912
32.0,62483
32.2,58988
32.4,58364
32.599999999999994,55738
32.800000000000004,60157
33.0,54028
33.2,53696
33.4,52423
33.6,50092
33.8,50965
34.0,48331
34.2,46184
34.4,46484
34.6,46517
34.8,41731
35.0,38846
35.2,37801
35.4,37247
35.6,39095
35.8,37890
36.0,36176
36.2,28902
36.4,31790
36.6,28777
36.8,27982
37.0,26812
37.199999999999996,22113
37.400000000000006,23131
37.6,21667
37.8,21035
38.0,15946
38.199999999999996,13309
38.4,11388
38.6,10340
38.800000000000004,8105
39.0,7603
39.199999999999996,7725
39.4,7879
39.6,8981
39.800000000000004,8889
40.0,6799
40.2,2634
40.4,4566
40.599999999999994,2257
40.800000000000004,2763
41.0,935
41.2,730
41.4,675
41.6,942
